Order Number,Country,Region,Item Number,Sales Qty,Sales Amount,Order Date,Order Year,Order Qtr,Order Month,Order Week,Intercompany,Prod Segment,Product Code,Product Line,Invoice Number,Invoice Posting Date,Sales Year,Sales Qtr,Sales Month,Sales Week,Instrument Count,Order Line Key
O-05130,Great Britain,Europe,X2720,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0,O-05130-20000
O-05130,Great Britain,Europe,X2084,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0,O-05130-30000
O-05130,Great Britain,Europe,X2869,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0,O-05130-40000
O-05130,Great Britain,Europe,X4691,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0,O-05130-50000
O-05130,Great Britain,Europe,X8104,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0,O-05130-80000
O-05130,Great Britain,Europe,X6827,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0,O-05130-90000
O-05130,Great Britain,Europe,X7346,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0,O-05130-100000
O-05130,Great Britain,Europe,X7156,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0,O-05130-110000
O-05130,Great Britain,Europe,X7509,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0,O-05130-120000
O-05130,Great Britain,Europe,X9115,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0,O-05130-130000
O-05130,Great Britain,Europe,X5785,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0,O-05130-140000
O-02487,USA,N. America,X0799,0,$0,1/13/2022,2022,Q1,JAN,2,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0,O-02487-10003
O-02487,USA,N. America,X5941,0,$0,1/13/2022,2022,Q1,JAN,2,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0,O-02487-30003
O-02915,USA,N. America,X8001,0,$0,2/8/2022,2022,Q1,FEB,6,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0,O-02915-40000
O-06180,USA,N. America,X1467,0,$0,6/21/2022,2022,Q2,JUN,25,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0,O-06180-40000
O-00596,USA,N. America,C0046,0,$0,6/21/2022,2022,Q2,JUN,25,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0,
O-00645,USA,N. America,A4822,0,$0,7/6/2022,2022,Q3,JUL,27,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0,
O-00645,USA,N. America,A0122,0,$0,7/6/2022,2022,Q3,JUL,27,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0,
O-07692,South Korea,ROW,X9441,0,$0,8/19/2022,2022,Q3,AUG,33,Intercompany,Other Revenue,Other Revenue,Other,,,,,,,0,O-07692-370000
O-07692,South Korea,ROW,X3300,0,$0,8/19/2022,2022,Q3,AUG,33,Intercompany,Other Revenue,Other Revenue,Other,,,,,,,0,O-07692-380000
O-00812,USA,N. America,C9033,0,$0,8/29/2022,2022,Q3,AUG,35,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0,
O-00815,USA,N. America,C9033,0,$0,8/29/2022,2022,Q3,AUG,35,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0,
O-00812,USA,N. America,C9033,0,$0,8/29/2022,2022,Q3,AUG,35,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0,
O-00915,USA,N. America,C9133,0,$0,9/23/2022,2022,Q3,SEP,38,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0,
O-00991,USA,N. America,B9033,0,$0,10/21/2022,2022,Q4,OCT,42,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0,
O-03442,USA,N. America,X1629,0,$0,4/14/2023,2023,Q2,APR,15,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0,O-03442-100000
O-04742,China,China,X1613,0,$0,6/9/2023,2023,Q2,JUN,23,Intercompany,Other Revenue,Other Revenue,Other,,,,,,,0,O-04742-10000
O-09563,China,China,B0000,0,$0,2/27/2024,2024,Q1,FEB,9,Intercompany,SolaCorp,MAJOR ACCESSORIES,Major Accessories,,,,,,,0,O-09563-330000
O-03450,USA,N. America,C0046,0,$0,4/4/2024,2024,Q2,APR,14,Not IC,Service,Service Contracts,Service Contracts,,,,,,,0,O-03450-10000
O-05130,Great Britain,Europe,X0108,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Other Revenue,Other Revenue,Other,,,,,,,0,O-05130-150000
O-07005,USA,N. America,X3506,0,$0,8/30/2024,2024,Q3,AUG,35,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0,O-07005-230000
O-07005,USA,N. America,X4017,0,$0,8/30/2024,2024,Q3,AUG,35,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0,O-07005-250000
O-07339,USA,N. America,X3764,0,$0,9/13/2024,2024,Q3,SEP,37,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0,O-07339-30000
O-07386,USA,N. America,X7199,0,$0,9/16/2024,2024,Q3,SEP,38,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0,O-07386-30000
O-07438,USA,N. America,X4742,0,$0,9/18/2024,2024,Q3,SEP,38,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0,O-07438-30000
O-07540,Indonesia,ROW,X4521,0,$0,9/23/2024,2024,Q3,SEP,39,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0,O-07540-180000
O-07712,USA,N. America,X7061,0,$0,9/27/2024,2024,Q3,SEP,39,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0,O-07712-40000
O-07802,USA,N. America,B0000,0,$0,10/1/2024,2024,Q4,OCT,40,Not IC,SolaCorp,MAJOR ACCESSORIES,Major Accessories,,,,,,,0,O-07802-10000
O-07802,USA,N. America,X9228,0,$0,10/1/2024,2024,Q4,OCT,40,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0,O-07802-50000
O-07843,USA,N. America,X4475,0,$0,10/2/2024,2024,Q4,OCT,40,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0,O-07843-80000
O-08083,USA,N. America,X8016,0,$0,10/11/2024,2024,Q4,OCT,41,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0,O-08083-60000
O-10232,Egypt,ROW,C0561,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-10232-10000
O-10232,Egypt,ROW,C0361,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-10232-20000
O-10232,Egypt,ROW,C0233,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-10232-30000
O-10232,Egypt,ROW,A4516,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-10232-40000
O-10232,Egypt,ROW,A0316,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-10232-60000
O-10232,Egypt,ROW,C1162,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-10232-70000
O-10232,Egypt,ROW,C1162,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-10232-80000
O-10232,Egypt,ROW,C0934,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-10232-100000
O-10232,Egypt,ROW,A3954,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-10232-110000
O-10232,Egypt,ROW,C0063,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-10232-120000
O-10232,Egypt,ROW,C2025,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-10232-130000
O-10232,Egypt,ROW,C0209,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-10232-140000
O-10232,Egypt,ROW,C1061,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-10232-170000
O-03647,France,Europe,C0261,-6,$0,3/23/2022,2022,Q1,MAR,12,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-03647-10000
O-00768,China,China,X1956,1,$0,8/16/2022,2022,Q3,AUG,33,Intercompany,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0,
O-00993,Finland,Europe,X6350,1,$0,10/24/2022,2022,Q4,OCT,43,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0,
O-03071,Puerto Rico,ROW,X5046,-1,$0,12/14/2022,2022,Q4,DEC,50,Not IC,Subsidiary Inc,Subsidiary Inc Instruments,Instruments,,,,,,,-1,O-03071-10000
O-02599,Germany,Europe,A0129,3,$0,3/10/2023,2023,Q1,MAR,10,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-02599-60000
O-02706,Canada,ROW,C0633,-1,$0,3/30/2023,2023,Q1,MAR,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-02706-10000
O-03993,Canada,ROW,B0000,-1,$0,3/30/2023,2023,Q1,MAR,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-03993-20000
O-06739,India,ROW,C0057,1,$0,9/6/2023,2023,Q3,SEP,36,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06739-10000
O-06739,India,ROW,C1117,1,$0,9/6/2023,2023,Q3,SEP,36,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06739-20000
O-08637,Japan,ROW,C0155,1,$0,11/22/2023,2023,Q4,NOV,47,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-08637-10000
O-06674,France,Europe,C0000,-1,$0,12/13/2023,2023,Q4,DEC,50,Not IC,SolaCorp,SolaCorp Core Instruments,Core Units,,,,,,,0,O-06674-10000
O-02318,Chile,ROW,X0958,10,$0,2/7/2024,2024,Q1,FEB,6,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0,
O-02271,South Korea,ROW,C1461,-5,$0,3/25/2024,2024,Q1,MAR,13,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-02271-10000
O-03325,South Korea,ROW,B0225,4,$0,3/29/2024,2024,Q1,MAR,13,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,4,O-03325-20000
O-04992,Japan,ROW,C0361,1,$0,6/10/2024,2024,Q2,JUN,24,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-04992-10000
O-05092,Indonesia,ROW,A1525,1,$0,6/12/2024,2024,Q2,JUN,24,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-05092-10000
O-05527,China,China,C0362,1,$0,6/27/2024,2024,Q2,JUN,26,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-05527-10000
O-05757,Netherlands,Europe,C1617,1,$0,7/8/2024,2024,Q3,JUL,28,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-05757-10000
O-08726,Argentina,ROW,C0961,-4,$0,8/20/2024,2024,Q3,AUG,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-08726-10000
O-09290,Israel,ROW,A0160,-1,$0,8/28/2024,2024,Q3,AUG,35,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-09290-260000
O-07156,France,Europe,B0160,1,$0,9/9/2024,2024,Q3,SEP,37,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07156-10000
O-07270,Italy,Europe,C0534,1,$0,9/11/2024,2024,Q3,SEP,37,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07270-40000
O-07377,Switzerland,Europe,A1462,1,$0,9/16/2024,2024,Q3,SEP,38,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07377-10000
O-07639,China,China,C2061,2,$0,9/25/2024,2024,Q3,SEP,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07639-10000
O-07788,Israel,ROW,A0160,1,$0,9/30/2024,2024,Q3,SEP,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,2,O-07788-260000
O-07786,India,ROW,C0914,1,$0,10/1/2024,2024,Q4,OCT,40,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07786-10000
O-07841,Germany,Europe,B0525,1,$0,10/2/2024,2024,Q4,OCT,40,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07841-20000
O-07986,Switzerland,Europe,B0125,1,$0,10/9/2024,2024,Q4,OCT,41,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07986-10000
O-07986,Switzerland,Europe,B0325,1,$0,10/9/2024,2024,Q4,OCT,41,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07986-20000
O-07986,Switzerland,Europe,B0425,1,$0,10/9/2024,2024,Q4,OCT,41,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07986-30000
O-07986,Switzerland,Europe,B0525,1,$0,10/9/2024,2024,Q4,OCT,41,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07986-40000
O-08066,Japan,ROW,C0155,1,$0,10/11/2024,2024,Q4,OCT,41,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-08066-10000
O-08057,Great Britain,Europe,B0433,1,$0,10/11/2024,2024,Q4,OCT,41,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-08057-10000
O-08090,China,China,C0600,1,$0,10/11/2024,2024,Q4,OCT,41,Not IC,SolaCorp,SolaCorp Core Instruments,Core Units,,,,,,,0,O-08090-10000
O-08154,Great Britain,Europe,B0000,1,$0,10/15/2024,2024,Q4,OCT,42,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-08154-20000
O-08149,Germany,Europe,C1334,1,$0,10/15/2024,2024,Q4,OCT,42,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-08149-10000
O-08146,Mexico,ROW,B0000,1,$0,10/15/2024,2024,Q4,OCT,42,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-08146-10000
O-08155,Thailand,ROW,CR0SP,1,$0,10/15/2024,2024,Q4,OCT,42,Not IC,GregCo,GregCo Parts/Accessories,Parts/Accessories,,,,,,,0,O-08155-10000
O-08172,India,ROW,A0625,8,$0,10/16/2024,2024,Q4,OCT,42,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-08172-10000
O-08248,Indonesia,ROW,B0517,1,$0,10/18/2024,2024,Q4,OCT,42,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-08248-10000
O-08253,South Korea,ROW,B0325,1,$623,10/18/2024,2024,Q4,OCT,42,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-08253-10000
O-08250,Australia,ROW,C1334,1,$0,10/18/2024,2024,Q4,OCT,42,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-08250-10000
O-08250,Australia,ROW,C2063,1,$0,10/18/2024,2024,Q4,OCT,42,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-08250-20000
O-08250,Australia,ROW,C2263,1,$0,10/18/2024,2024,Q4,OCT,42,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-08250-30000
O-08242,Great Britain,Europe,A4217,1,$0,10/18/2024,2024,Q4,OCT,42,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-08242-10000
O-08244,Great Britain,Europe,C0125,2,$0,10/18/2024,2024,Q4,OCT,42,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-08244-10000
O-07391,USA,N. America,C0534,2,$0,9/17/2024,2024,Q3,SEP,38,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07391-10000
O-02931,USA,N. America,C5025,-1,$0,4/4/2022,2022,Q2,APR,14,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-02931-10000
O-04481,USA,N. America,C2125,-2,$0,4/27/2022,2022,Q2,APR,17,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-04481-10000
O-07539,USA,N. America,C0261,-18,$0,5/6/2022,2022,Q2,MAY,18,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07539-10000
O-01906,USA,N. America,C3025,-1,$0,5/18/2022,2022,Q2,MAY,20,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-01906-10000
O-03259,USA,N. America,C0200,-1,$0,8/23/2022,2022,Q3,AUG,34,Not IC,SolaCorp,SolaCorp Instruments,Instruments,,,,,,,-1,O-03259-10000
O-07345,USA,N. America,A0020,-20,$0,11/10/2022,2022,Q4,NOV,45,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07345-10000
O-06762,USA,N. America,B3000,-1,$0,11/16/2022,2022,Q4,NOV,46,Not IC,SolaCorp,MAJOR ACCESSORIES,Major Accessories,,,,,,,0,O-06762-10000
O-01095,USA,N. America,C0029,3,$0,1/10/2023,2023,Q1,JAN,2,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-01095-90000
O-07195,USA,N. America,C4625,-12,$0,1/24/2023,2023,Q1,JAN,4,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07195-10000
O-06101,USA,N. America,C4625,-1,$0,2/16/2023,2023,Q1,FEB,7,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06101-10000
O-05975,USA,N. America,B0000,-1,$0,10/26/2023,2023,Q4,OCT,43,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-05975-10000
O-06220,USA,N. America,C0233,-1,$0,4/6/2023,2023,Q2,APR,14,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06220-10000
O-09482,USA,N. America,B1334,-1,$0,4/19/2023,2023,Q2,APR,16,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-09482-10000
O-02784,USA,N. America,B0425,-1,$0,4/26/2023,2023,Q2,APR,17,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-02784-10000
O-06326,USA,N. America,C0761,-4,$0,5/23/2023,2023,Q2,MAY,21,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06326-10000
O-01943,USA,N. America,C0033,-1,$0,8/21/2023,2023,Q3,AUG,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-01943-10000
O-05913,USA,N. America,C1625,-16,$0,8/30/2023,2023,Q3,AUG,35,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-05913-10000
O-06641,USA,N. America,C1261,-1,$0,9/5/2023,2023,Q3,SEP,36,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06641-10000
O-06266,USA,N. America,C2032,-1,$0,9/6/2023,2023,Q3,SEP,36,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06266-10000
O-07913,USA,N. America,C2125,-2,$0,9/20/2023,2023,Q3,SEP,38,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07913-10000
O-06094,USA,N. America,B0100,-1,$0,10/2/2023,2023,Q4,OCT,40,Not IC,SolaCorp,SolaCorp Instruments,Instruments,,,,,,,-1,O-06094-10000
O-04760,USA,N. America,B0000,-2,$0,10/10/2023,2023,Q4,OCT,41,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-04760-10000
O-10556,USA,N. America,A4217,-1,$0,10/12/2023,2023,Q4,OCT,41,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-10556-10000
O-05353,USA,N. America,B0125,-3,$0,6/21/2024,2024,Q2,JUN,25,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,1,O-05353-10000
O-05975,USA,N. America,C0361,-10,$0,10/26/2023,2023,Q4,OCT,43,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-05975-10000
O-05498,USA,N. America,A3062,-1,$0,10/31/2023,2023,Q4,OCT,43,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-05498-10000
O-09819,USA,N. America,B3000,-1,$0,11/29/2023,2023,Q4,NOV,48,Not IC,SolaCorp,MAJOR ACCESSORIES,Major Accessories,,,,,,,0,O-09819-10000
O-05917,USA,N. America,C0261,-20,$0,1/23/2024,2024,Q1,JAN,4,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-05917-10000
O-02621,USA,N. America,B0533,-1,$0,1/30/2024,2024,Q1,JAN,5,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-02621-10000
O-02134,USA,N. America,C0029,5,$0,2/14/2024,2024,Q1,FEB,7,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-02134-50000
O-02134,USA,N. America,B0434,15,$0,2/14/2024,2024,Q1,FEB,7,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-02134-110000
O-02134,USA,N. America,B0209,19,$0,2/14/2024,2024,Q1,FEB,7,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-02134-120000
O-02134,USA,N. America,C0047,3,$0,2/14/2024,2024,Q1,FEB,7,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-02134-150000
O-02134,USA,N. America,C0047,3,$0,2/14/2024,2024,Q1,FEB,7,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-02134-160000
O-06472,USA,N. America,A4326,-1,$0,2/15/2024,2024,Q1,FEB,7,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06472-10000
O-03578,USA,N. America,C0161,-12,$0,2/16/2024,2024,Q1,FEB,7,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-03578-10000
O-03223,USA,N. America,A2427,-24,$0,2/16/2024,2024,Q1,FEB,7,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-03223-10000
O-05613,USA,N. America,C5025,-1,$0,3/27/2024,2024,Q1,MAR,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-05613-10000
O-04380,USA,N. America,B0000,-1,$0,4/15/2024,2024,Q2,APR,16,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-04380-10000
O-03162,USA,N. America,C0600,-1,$0,8/1/2024,2024,Q3,AUG,32,Not IC,SolaCorp,SolaCorp Instruments,Instruments,,,,,,,-1,O-03162-10000
O-06902,USA,N. America,C1933,1,$0,8/27/2024,2024,Q3,AUG,35,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-06902-10000
O-06957,USA,N. America,C0600,-1,$0,9/16/2024,2024,Q3,SEP,38,Not IC,SolaCorp,SolaCorp Instruments,Instruments,,,,,,,-1,O-06957-10000
O-07654,USA,N. America,B0125,3,$0,9/25/2024,2024,Q3,SEP,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07654-10000
O-07808,USA,N. America,A4628,1,$0,10/2/2024,2024,Q4,OCT,40,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-07808-10000
O-08150,USA,N. America,C0333,1,$0,10/15/2024,2024,Q4,OCT,42,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,1,O-08150-20000
O-08150,USA,N. America,B0000,2,$0,10/15/2024,2024,Q4,OCT,42,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,1,O-08150-40000
O-08206,USA,N. America,B1025,1,$0,10/17/2024,2024,Q4,OCT,42,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-08206-10000
O-08254,USA,N. America,B0000,1,$0,10/18/2024,2024,Q4,OCT,42,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0,O-08254-20000
O-00361,USA,N. America,C9033,1,$0,4/22/2022,2022,Q2,APR,16,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0,
O-00361,USA,N. America,C0046,1,$0,4/22/2022,2022,Q2,APR,16,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0,
O-00507,USA,N. America,C9133,1,$0,5/25/2022,2022,Q2,MAY,21,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0,
