Order-Line2,Invoiced Qty
O-04856-20000,2
O-04856-30000,1
O-04857-10000,105
O-04857-20000,2
O-04858-10000,52
O-04858-20000,1
O-04859-10000,2
O-04860-10000,11
O-04862-10000,9
O-04862-20000,9
O-04862-30000,3
O-04862-40000,1
O-04863-10000,19
O-04863-20000,8
O-04864-10000,11
O-04864-30000,1
O-04865-10000,5
O-04866-10000,4
O-04866-20000,2
O-04867-10000,26
O-04868-10000,13
O-04868-100000,3
O-04868-20000,11
O-04868-30000,8
O-04868-40000,6
O-04868-50000,10
O-04868-60000,5
O-04868-70000,3
O-04868-80000,5
O-04868-90000,13
O-04869-10000,2
O-04869-20000,2
O-04869-30000,1
O-04869-40000,1
O-04869-50000,1
O-04870-10000,14
O-04870-20000,1
O-04871-10000,2
O-04871-20000,21
O-04871-30000,1
O-04873-10000,121
O-04873-20000,3
O-04873-30000,3
O-04874-10000,8
O-04874-20000,1
O-04875-10000,8
O-04875-20000,3
O-04875-30000,5
O-04877-10000,4
O-04878-10000,17
O-04879-10000,10
O-04880-10000,2
O-04881-10000,101
O-04882-10000,4
O-04884-10000,8
O-04885-10000,8
O-04885-20000,12
O-04885-30000,12
O-04885-40000,41
O-04885-50000,40
O-04885-60000,6
O-04885-70000,12
O-04886-10000,49
O-04886-20000,1
O-04887-10000,17
O-04888-10000,15
O-04888-20000,22
O-04889-10000,6
O-04890-10000,5
O-04890-20000,2
O-04890-30000,2
O-04890-40000,2
O-04891-10000,47
O-04892-10000,14
O-04893-10000,5
O-04895-10000,11
O-04895-20000,6
O-04896-10000,7
O-04897-10000,4
O-04897-20000,5
O-04898-10000,3
O-04899-10000,9
O-04900-10000,7
O-04901-10000,3
O-04902-10000,12
O-04902-20000,11
O-04902-30000,147
O-04902-40000,59
O-04902-50000,7
O-04902-60000,4
O-04903-10000,7
O-04904-10000,2
O-04904-20000,8
O-04904-30000,4
O-04904-40000,1
O-04904-50000,10
O-04904-60000,1
O-04904-70000,24
O-04904-80000,1
O-04904-90000,2
O-04906-10000,9
O-04907-10000,14
O-04907-20000,12
O-04908-10000,9
O-04908-20000,2
O-04909-10000,8
O-04909-20000,1
O-04909-30000,1
O-04909-40000,1
O-04910-10000,18
O-04910-20000,1
O-04911-10000,15
O-04911-20000,4
O-04912-10000,6
O-04913-10000,7
O-04914-10000,1001
O-04914-20000,1
O-04915-10000,35
O-04915-20000,20
O-04917-10000,22
O-04917-20000,24
O-04917-30000,3
O-04918-10000,12
O-04919-10000,9
O-04919-20000,12
O-04919-30000,1
O-04920-10000,24
O-04920-20000,1
O-04921-10000,13
O-04922-10000,3
O-04923-10000,5
O-04923-20000,2
O-04924-10000,3
O-04924-20000,2
O-04925-10000,3
O-04925-20000,5
O-04925-30000,4
O-04925-40000,1
O-04926-10000,19
O-04928-10000,4
O-04928-20000,3
O-04928-30000,-1
O-04928-40000,-1
O-04929-10000,3
O-04929-20000,3
O-04930-10000,13
O-04930-20000,7
O-04931-10000,27
O-04932-10000,32
O-04933-10000,42
O-04933-20000,90
O-04934-10000,6
O-04935-10000,6
O-04935-30000,9
O-04936-10000,2
O-04936-100000,1
O-04936-110000,1
O-04936-120000,1
O-04936-20000,2
O-04936-30000,2
O-04936-40000,2
O-04936-50000,1
O-04936-60000,1
O-04936-70000,1
O-04936-80000,1
O-04936-90000,1
O-04937-10000,4
O-04937-20000,6
O-04937-30000,1
O-04939-10000,2
O-04939-20000,1
O-04940-10000,7
O-04941-10000,8
O-04941-20000,5
O-04941-30000,1
O-04942-10000,7
O-04942-20000,6
O-04943-10000,14
O-04943-20000,6
O-04943-30000,6
O-04943-40000,4
O-04943-50000,20
O-04944-10000,4
O-04944-30000,2
O-04945-10000,21
O-04945-20000,2
O-04946-10000,20
O-04946-20000,11
O-04947-10000,2
O-04947-100000,1
O-04947-110000,1
O-04947-120000,1
O-04947-130000,3
O-04947-140000,4
O-04947-150000,2
O-04947-160000,3
O-04947-170000,2
O-04947-180000,4
O-04947-190000,20
O-04947-20000,2
O-04947-200000,10
O-04947-210000,10
O-04947-220000,10
O-04947-230000,4
O-04947-240000,5
O-04947-260000,1
O-04947-280000,1
O-04947-30000,2
O-04947-300000,1
O-04947-40000,2
O-04947-50000,10
O-04947-60000,2
O-04947-70000,1
O-04947-80000,1
O-04947-90000,1
O-04948-10000,17
O-04948-100000,1
O-04948-20000,3
O-04948-30000,4
O-04948-40000,12
O-04948-50000,4
O-04948-60000,4
O-04948-70000,1
O-04948-80000,1
O-04948-90000,2
O-04951-10000,62
O-04951-20000,20
O-04951-30000,10
O-04951-40000,10
O-04951-50000,10
O-04951-60000,10
O-04951-70000,10
O-04952-10000,15
O-04952-20000,14
O-04953-10000,17
O-04953-20000,3
O-04954-10000,17
O-04954-20000,2
O-04955-10000,3
O-04956-10000,28
O-04956-20000,2
O-04956-30000,1
O-04957-10000,11
O-04957-20000,26
O-04957-30000,1
O-04958-10000,2
O-04959-10000,13
O-04959-20000,6
O-04959-30000,1
O-04961-10000,6
O-04961-20000,2
O-04962-10000,12
O-04963-10000,3
O-04963-20000,3
O-04963-30000,3
O-04964-10000,4
O-04964-20000,2
O-04965-10000,154
O-04966-10000,17
O-04966-20000,6
O-04967-10000,6
O-04967-20000,3
O-04968-10000,6
O-04969-10000,2
O-04970-10000,11
O-04972-10000,17
O-04972-20000,3
O-04972-30000,3
O-04972-40000,3
O-04973-10000,3
O-04973-20000,3
O-04973-30000,2
O-04973-40000,2
O-04973-50000,8
O-04974-10000,18
O-04974-20000,8
O-04975-10000,4
O-04975-20000,4
O-04975-30000,4
O-04975-40000,4
O-04975-50000,4
O-04975-60000,26
O-04975-70000,5
O-04975-90000,-1
O-04976-10000,17
O-04976-20000,15
O-04978-10000,3
O-04978-20000,2
O-04979-10000,34
O-04979-20000,3
O-04979-30000,15
O-04979-40000,24
O-04979-50000,21
O-04980-10000,4
O-04980-20000,2
O-04981-10000,12
O-04981-20000,25
O-04981-30000,24
O-04981-40000,24
O-04981-50000,1
O-04983-10000,10
O-04984-10000,22
O-04984-20000,20
O-04984-30000,1
O-04985-10000,6
O-04985-20000,6
O-04986-10000,5
O-04986-20000,2
O-04986-30000,1
O-04987-10000,19
O-04987-20000,4
O-04988-10000,3
O-04989-10000,676
O-04990-10000,302
O-04991-10000,700
O-04992-10000,1
O-04992-20000,1
O-04994-10000,11
O-04994-20000,1
O-04994-30000,1
O-04996-10000,58
O-04996-20000,53
O-04996-30000,3
O-04996-40000,6
O-04996-50000,3
O-04996-60000,6
O-04996-70000,1
O-04997-10000,34
O-04997-20000,5
O-04998-10000,3
O-04998-20000,7
O-04998-30000,1
O-04999-10000,26
O-04999-20000,27
O-04999-30000,26
O-04999-40000,26
O-04999-50000,26
O-04999-60000,26
O-04999-70000,127
O-04999-80000,2
O-05000-10000,6
O-05001-10000,11
O-05001-20000,20
O-05002-10000,5
O-05003-10000,14
O-05005-10000,5
O-05006-10000,7
O-05006-20000,9
O-05006-30000,2
O-05007-10000,12
O-05008-10000,7
O-05009-10000,6
O-05010-10000,6
O-05010-20000,10
O-05011-10000,5
O-05011-20000,8
O-05011-30000,4
O-05011-40000,10
O-05011-50000,1
O-05012-10000,4
O-05012-20000,4
O-05013-10000,2
O-05014-10000,1
O-05017-10000,7
O-05018-10000,7
O-05019-10000,9
O-05020-10000,6
O-05020-20000,5
O-05021-10000,19
O-05022-10000,9
O-05023-10000,9
O-05024-10000,10
O-05025-10000,3
O-05027-10000,5
O-05027-20000,2
O-05027-30000,2
O-05027-40000,1
O-05027-50000,1
O-05027-60000,1
O-05028-10000,14
O-05028-20000,6
O-05029-10000,21
O-05030-10000,26
O-05031-10000,17
O-05031-20000,15
O-05033-10000,5
O-05034-10000,14
O-05036-10000,3
O-05036-20000,2
O-05038-10000,6
O-05038-20000,2
O-05038-30000,1
O-05038-40000,1
O-05039-10000,18
O-05040-10000,3
O-05042-10000,111
O-05042-20000,12
O-05043-10000,9
O-05045-10000,3
O-05045-20000,3
O-05045-30000,2
O-05047-10000,12
O-05049-10000,33
O-05050-10000,24
O-05050-20000,2
O-05051-10000,7
O-05052-10000,22
O-05052-20000,8
O-05052-30000,4
O-05052-40000,10
O-05052-50000,10
O-05052-60000,2
O-05052-70000,1
O-05053-10000,4
O-05055-10000,7
O-05055-20000,6
O-05056-10000,10
O-05057-10000,2
O-05057-20000,4
O-05057-30000,12
O-05057-40000,1
O-05058-10000,7
O-05060-10000,6
O-05061-10000,4
O-05061-20000,2
O-05061-30000,1
O-05062-10000,6
O-05062-20000,1
O-05063-10000,5
O-05063-20000,3
O-05064-10000,28
O-05064-20000,2
O-05065-10000,26
O-05065-20000,2
O-05066-10000,9
O-05067-10000,2
O-05068-10000,3
O-05069-10000,18
O-05069-20000,12
O-05069-30000,1
O-05071-10000,12
O-05071-20000,10
O-05071-30000,10
O-05072-10000,3
O-05072-20000,2
O-05072-30000,3
O-05072-40000,2
O-05072-50000,1
O-05072-60000,1
O-05072-70000,1
O-05074-10000,42
O-05074-20000,20
O-05078-10000,8
O-05078-20000,7
O-05078-30000,3
O-05078-40000,6
O-05078-50000,3
O-05079-10000,3
O-05080-10000,4
O-05082-10000,90
O-05083-10000,7
O-05083-20000,5
O-05084-10000,103
O-05085-10000,5
O-05085-20000,1
O-05086-10000,33
O-05087-10000,154
O-05087-20000,5
O-05087-30000,1
O-05087-40000,40
O-05087-50000,1
O-05087-60000,40
O-05087-70000,1
O-05088-10000,3
O-05088-20000,1
O-05089-10000,46
O-05090-10000,4
O-05090-20000,3
O-05091-10000,4
O-05093-10000,29
O-05093-20000,14
O-05094-10000,9
O-05094-20000,5
O-05094-30000,1
O-05094-40000,1
O-05095-10000,3
O-05095-20000,3
O-05095-30000,2
O-05096-10000,3
O-05096-20000,3
O-05096-30000,1
O-05097-10000,37
O-05098-10000,18
O-05098-20000,6
O-05099-10000,3
O-05099-20000,3
O-05100-10000,3
O-05100-20000,1
O-05101-10000,2
O-05101-20000,2
O-05104-10000,23
O-05105-10000,5
O-05105-20000,1
O-05106-10000,17
O-05106-20000,27
O-05106-30000,8
O-05106-40000,3
O-05106-50000,14
O-05106-60000,2
O-05106-70000,1
O-05106-80000,0
O-05107-10000,31
O-05107-100000,10
O-05107-110000,10
O-05107-120000,10
O-05107-130000,10
O-05107-140000,10
O-05107-150000,4
O-05107-160000,4
O-05107-170000,1
O-05107-180000,-1
O-05107-190000,-1
O-05107-20000,1
O-05107-30000,4
O-05107-40000,1
O-05107-50000,10
O-05107-60000,10
O-05107-70000,4
O-05107-80000,10
O-05107-90000,2
O-05108-10000,1
O-05108-20000,20
O-05109-10000,24
O-05109-20000,4
O-05109-30000,4
O-05109-40000,4
O-05110-10000,8
O-05110-20000,1
O-05111-10000,14
O-05112-10000,7
O-05112-20000,10
O-05113-10000,2
O-05113-20000,3
O-05113-30000,4
O-05113-40000,4
O-05113-50000,1
O-05115-10000,3
O-05115-20000,3
O-05116-10000,13
O-05116-20000,6
O-05117-10000,6
O-05117-20000,4
O-05118-10000,25
O-05118-20000,6
O-05119-10000,6
O-05119-20000,35
O-05120-10000,6
O-05120-20000,5
O-05120-30000,12
O-05121-10000,7
O-05122-10000,4
O-05122-20000,-1
O-05123-10000,2
O-05124-10000,2
O-05124-20000,3
O-05124-30000,4
O-05124-40000,2
O-05126-10000,8
O-05127-10000,3
O-05128-10000,18
O-05128-20000,4
O-05129-10000,27
O-05129-20000,3
O-05130-10000,12
O-05130-20000,11
O-05131-10000,9
O-05131-20000,2
O-05132-10000,20
O-05132-20000,33
O-05133-10000,4
O-05133-20000,6
O-05133-30000,2
O-05134-10000,2
O-05134-20000,2
O-05137-10000,8
O-05137-20000,6
O-05137-30000,5
O-05137-40000,1
O-05137-50000,5
O-05138-10000,4
O-05138-20000,3
O-05139-10000,16
O-05140-10000,12
O-05140-100000,1
O-05140-110000,1
O-05140-120000,1
O-05140-130000,2
O-05140-140000,20
O-05140-150000,36
O-05140-160000,7
O-05140-170000,20
O-05140-180000,5
O-05140-190000,10
O-05140-20000,9
O-05140-200000,5
O-05140-210000,2
O-05140-220000,1
O-05140-230000,1
O-05140-240000,1
O-05140-250000,1
O-05140-260000,1
O-05140-270000,1
O-05140-280000,6
O-05140-290000,6
O-05140-30000,12
O-05140-300000,3
O-05140-310000,1
O-05140-320000,15
O-05140-40000,2
O-05140-50000,10
O-05140-60000,3
O-05140-70000,3
O-05140-80000,1
O-05140-90000,2
O-05141-10000,9
O-05141-20000,2
O-05142-10000,11
O-05142-20000,4
O-05143-10000,8
O-05144-10000,9
O-05144-20000,23
O-05145-10000,4
O-05146-10000,11
O-05146-20000,2
O-05148-10000,74
O-05148-20000,19
O-05148-30000,5
O-05149-10000,22
O-05149-20000,1
O-05150-10000,3
O-05150-20000,3
O-05150-30000,5
O-05151-10000,5
O-05152-10000,8
O-05152-20000,10
O-05152-30000,3
O-05152-40000,21
O-05152-50000,11
O-05152-60000,21
O-05153-10000,4
O-05153-20000,18
O-05153-30000,1
O-05153-40000,1
O-05153-50000,10
O-05153-60000,19
O-05154-10000,110
O-05154-20000,102
O-05155-10000,25
O-05156-10000,51
O-05156-20000,51
O-05157-10000,3
O-05159-10000,4
O-05159-20000,4
O-05160-10000,25
O-05160-20000,1
O-05161-10000,6
O-05161-20000,2
O-05161-30000,2
O-05162-10000,6
O-05162-20000,2
O-05163-10000,27
O-05163-20000,4
O-05164-10000,26
O-05165-10000,3
O-05165-20000,2
O-05167-10000,22
O-05168-10000,3
O-05168-20000,5
O-05170-10000,5
O-05170-20000,4
O-05170-30000,1
O-05170-40000,6
O-05170-50000,3
O-05170-60000,2
O-05170-70000,15
O-05171-10000,12
O-05171-20000,11
O-05171-30000,10
O-05171-40000,10
O-05171-50000,2
O-05171-60000,5
O-05171-70000,5
O-05172-10000,7
O-05173-10000,3
O-05174-10000,13
O-05174-20000,10
O-05174-30000,11
O-05175-10000,4
O-05175-20000,7
O-05175-30000,4
O-05176-10000,8
O-05176-100000,8
O-05176-30000,28
O-05176-40000,16
O-05176-50000,4
O-05176-60000,40
O-05176-70000,4
O-05176-80000,96
O-05176-90000,4
O-05177-10000,3
O-05178-10000,7
O-05179-10000,16
O-05179-20000,1
O-05179-30000,2
O-05181-10000,101
O-05181-20000,100
O-05182-10000,3
O-05182-20000,2
O-05183-10000,4
O-05183-20000,8
O-05183-30000,2
O-05184-10000,5
O-05184-20000,4
O-05186-10000,6
O-05186-20000,5
O-05186-30000,3
O-05187-10000,22
O-05187-50000,0
O-05188-10000,12
O-05188-20000,2
O-05189-10000,5
O-05189-20000,5
O-05189-30000,2
O-05189-40000,2
O-05190-10000,2
O-05190-20000,2
O-05190-30000,32
O-05190-40000,1
O-05190-50000,1
O-05190-60000,1
O-05192-10000,21
O-05193-10000,10
O-05194-10000,53
O-05194-20000,8
O-05194-30000,6
O-05194-50000,52
O-05194-60000,12
O-05194-70000,3
O-05194-80000,2
O-05194-90000,2
O-05195-10000,10
O-05195-20000,1
O-05195-30000,1
O-05196-10000,21
O-05196-100000,2
O-05196-110000,6
O-05196-120000,2
O-05196-130000,1
O-05196-150000,5
O-05196-160000,1
O-05196-170000,1
O-05196-180000,1
O-05196-20000,6
O-05196-30000,6
O-05196-40000,2
O-05196-50000,2
O-05196-60000,4
O-05196-70000,4
O-05196-80000,2
O-05196-90000,4
O-05197-10000,4
O-05198-10000,3
O-05198-20000,7
O-05199-10000,25
O-05199-100000,10
O-05199-110000,1
O-05199-120000,1
O-05199-20000,2
O-05199-30000,2
O-05199-40000,2
O-05199-50000,1
O-05199-60000,2
O-05199-70000,3
O-05199-80000,20
O-05199-90000,10
O-05200-10000,3
O-05200-20000,10
O-05201-10000,2
O-05203-10000,4
O-05204-10000,10
O-05204-20000,3
O-05204-30000,2
O-05204-40000,1
O-05204-50000,1
O-05205-10000,2
O-05205-20000,2
O-05206-10000,12
O-05207-10000,5
O-05207-20000,5
O-05207-30000,2
O-05207-40000,3
O-05208-10000,9
O-05208-20000,7
O-05209-10000,13
O-05211-10000,11
O-05212-10000,2
O-05212-20000,2
O-05212-30000,2
O-05212-40000,1
O-05212-50000,1
O-05214-10000,37
O-05215-10000,14
O-05215-20000,3
O-05215-30000,1
O-05216-10000,53
O-05217-10000,12
O-05217-20000,2
O-05217-30000,3
O-05217-40000,2
O-05217-50000,13
O-05217-60000,1
O-05217-70000,1
O-05218-10000,5
O-05219-10000,3
O-05219-20000,1
O-05220-10000,12
O-05221-10000,8
O-05221-100000,1
O-05221-110000,1
O-05221-120000,1
O-05221-130000,1
O-05221-140000,1
O-05221-150000,1
O-05221-160000,1
O-05221-170000,1
O-05221-180000,1
O-05221-20000,2
O-05221-30000,5
O-05221-40000,5
O-05221-50000,1
O-05221-60000,2
O-05221-70000,5
O-05221-80000,2
O-05221-90000,1
O-05223-10000,2
O-05223-20000,1
O-05225-10000,1006
O-05225-20000,608
O-05226-10000,10
O-05226-20000,8
O-05227-20000,2
O-05228-10000,6
O-05229-10000,10
O-05229-20000,8
O-05229-30000,21
O-05230-10000,3
O-05230-20000,1
O-05231-10000,23
O-05232-10000,6
O-05232-20000,3
O-05232-30000,9
O-05232-40000,1
O-05232-50000,24
O-05232-60000,12
O-05232-70000,1
O-05232-80000,2
O-05233-10000,3
O-05234-10000,4
O-05236-10000,4
O-05236-20000,7
O-05237-10000,5
O-05237-20000,4
O-05237-30000,1
O-05237-40000,1
O-05238-10000,2
O-05239-10000,6
O-05240-10000,4
O-05241-10000,14
O-05241-20000,8
O-05241-30000,3
O-05241-40000,2
O-05241-50000,2
O-05242-10000,6
O-05242-20000,28
O-05242-30000,2
O-05243-10000,85
O-05243-20000,43
O-05243-30000,43
O-05244-10000,3
O-05245-10000,4
O-05245-20000,4
O-05247-10000,14
O-05248-10000,24
O-05249-10000,26
O-05249-20000,2
O-05250-10000,8
O-05251-10000,17
O-05252-10000,9
O-05252-20000,6
O-05252-30000,21
O-05253-10000,10
O-05253-20000,14
O-05253-30000,13
O-05253-40000,13
O-05253-50000,42
O-05253-60000,2
O-05254-10000,10
O-05255-10000,16
O-05255-100000,1
O-05255-110000,1
O-05255-20000,13
O-05255-30000,12
O-05255-40000,4
O-05255-50000,2
O-05255-60000,1
O-05255-70000,1
O-05255-80000,1
O-05255-90000,8
O-05256-10000,6
O-05258-10000,16
O-05258-20000,1
O-05258-30000,1
O-05258-40000,1
O-05258-50000,1
O-05259-10000,36
O-05259-20000,1
O-05260-10000,3
O-05260-20000,3
O-05261-10000,7
O-05261-20000,4
O-05262-10000,3
O-05262-20000,3
O-05263-10000,14
O-05263-20000,7
O-05263-30000,1
O-05264-10000,2
O-05264-20000,7
O-05264-30000,1
O-05264-40000,1
O-05265-10000,3
O-05265-20000,2
O-05266-10000,5
O-05266-20000,5
O-05267-10000,9
O-05269-10000,3
O-05269-20000,2
O-05269-30000,6
O-05270-10000,7
O-05271-10000,4
O-05271-20000,4
O-05272-10000,9
O-05273-10000,6
O-05274-10000,6
O-05275-10000,9
O-05276-10000,6
O-05276-20000,3
O-05277-10000,4
O-05278-10000,9
O-05280-10000,42
O-05280-20000,7
O-05281-10000,12
O-05282-10000,13
O-05282-20000,3
O-05283-10000,4
O-05283-20000,4
O-05283-30000,3
O-05284-10000,5
O-05284-20000,3
O-05284-30000,3
O-05285-10000,217
O-05285-20000,210
O-05285-30000,2
O-05286-10000,12
O-05286-20000,1
O-05286-30000,1
O-05286-40000,1
O-05286-50000,1
O-05286-60000,1
O-05287-10000,9
O-05287-20000,1
O-05288-10000,6
O-05289-10000,7
O-05289-20000,9
O-05289-30000,9
O-05289-40000,18
O-05289-50000,1
O-05291-10000,8
O-05292-10000,61
O-05292-100000,1
O-05292-110000,12
O-05292-20000,31
O-05292-30000,31
O-05292-40000,2
O-05292-50000,1
O-05292-60000,1
O-05292-70000,2
O-05292-80000,1
O-05292-90000,1
O-05294-10000,34
O-05294-20000,2
O-05294-30000,1
O-05295-10000,7
O-05295-100000,-1
O-05295-20000,5
O-05295-30000,7
O-05295-40000,2
O-05295-50000,1
O-05295-70000,-1
O-05295-80000,-1
O-05295-90000,-1
O-05296-10000,5
O-05296-20000,3
O-05297-10000,12
O-05297-20000,2
O-05297-30000,2
O-05299-10000,7
O-05300-10000,3
O-05300-20000,9
O-05302-10000,3
O-05303-10000,3
O-05304-10000,13
O-05304-20000,2
O-05305-10000,16
O-05306-10000,14
O-05306-20000,14
O-05306-30000,20
O-05307-10000,52
O-05307-20000,3
O-05308-10000,8
O-05308-20000,3
O-05309-10000,61
O-05309-20000,5
O-05309-30000,7
O-05310-10000,21
O-05310-20000,3
O-05310-30000,30
O-05311-10000,7
O-05313-10000,52
O-05313-20000,2
O-05314-10000,2
O-05314-100000,11
O-05314-110000,2
O-05314-120000,2
O-05314-20000,3
O-05314-30000,3
O-05314-40000,3
O-05314-50000,2
O-05314-60000,2
O-05314-70000,2
O-05314-80000,13
O-05314-90000,4
O-05315-10000,24
O-05315-20000,3
O-05317-10000,22
O-05317-20000,3
O-05317-30000,4
O-05317-40000,4
O-05318-10000,13
O-05318-20000,12
O-05318-30000,1
O-05319-10000,7
O-05319-20000,3
O-05319-30000,5
O-05319-40000,8
O-05319-50000,26
O-05319-60000,15
O-05319-70000,9
O-05320-10000,3
O-05321-10000,3
O-05322-10000,2
O-05324-10000,58
O-05324-20000,4
O-05324-30000,2
O-05324-40000,2
O-05324-50000,4
O-05324-60000,6
O-05324-70000,1
O-05325-10000,11
O-05327-10000,3
O-05327-20000,4
O-05327-30000,3
O-05327-40000,3
O-05327-60000,4
O-05328-10000,15
O-05328-20000,2
O-05329-10000,4
O-05329-20000,4
O-05330-10000,6
O-05330-20000,4
O-05330-30000,10
O-05330-40000,4
O-05331-10000,6
O-05331-20000,4
O-05333-10000,24
O-05335-10000,10
O-05335-20000,21
O-05335-30000,12
O-05335-40000,2
O-05335-50000,4
O-05335-60000,2
O-05335-70000,3
O-05335-80000,85
O-05336-10000,5
O-05337-10000,3
O-05338-10000,11
O-05338-20000,2
O-05339-10000,14
O-05339-20000,31
O-05339-30000,16
O-05339-40000,2
O-05340-10000,44
O-05341-10000,14
O-05342-10000,8
O-05342-20000,31
O-05342-30000,26
O-05343-10000,30
O-05343-20000,1
O-05344-10000,2
O-05346-10000,15
O-05347-10000,31
O-05347-20000,1
O-05347-30000,1
O-05347-40000,1
O-05348-10000,10
O-05348-20000,13
O-05349-10000,10
O-05350-10000,39
O-05350-20000,1
O-05351-10000,4
O-05351-20000,7
O-05351-30000,1
O-05352-10000,2
O-05353-10000,4
O-05354-10000,2
O-05354-20000,2
O-05354-30000,1
O-05354-40000,1
O-05354-50000,1
O-05355-10000,4
O-05357-10000,10
O-05358-10000,3
O-05358-20000,10
O-05359-10000,8
O-05360-20000,1
O-05360-40000,1
O-05360-5000,1
O-05360-50000,1
O-05362-10000,9
O-05362-20000,2
O-05362-30000,2
O-05362-40000,1
O-05363-10000,7
O-05363-20000,1
O-05364-10000,3
O-05364-20000,1
O-05365-10000,53
O-05365-20000,15
O-05365-30000,3
O-05366-10000,6
O-05366-20000,6
O-05368-10000,52
O-05368-20000,31
O-05368-30000,10
O-05368-40000,12
O-05368-50000,1
O-05369-10000,12
O-05369-20000,8
O-05369-30000,7
O-05370-10000,12
O-05370-100000,1
O-05370-110000,1
O-05370-120000,1
O-05370-130000,1
O-05370-20000,11
O-05370-30000,11
O-05370-40000,23
O-05370-50000,70
O-05370-60000,40
O-05370-70000,20
O-05370-80000,1
O-05370-90000,2
O-05371-10000,63
O-05372-10000,3
O-05373-10000,4
O-05374-10000,2
O-05375-10000,3
O-05375-20000,8
O-05376-10000,2
O-05379-10000,3
O-05380-10000,22
O-05380-20000,4
O-05381-10000,16
O-05382-10000,9
O-05382-20000,6
O-05382-30000,6
O-05382-40000,1
O-05383-10000,4
O-05383-20000,1
O-05384-10000,103
O-05384-20000,1
O-05385-10000,40
O-05385-20000,4
O-05385-30000,2
O-05385-40000,13
O-05385-50000,2
O-05386-10000,8
O-05387-10000,9
O-05387-20000,9
O-05388-10000,8
O-05390-10000,16
O-05390-20000,6
O-05391-10000,32
O-05392-10000,10
O-05393-10000,27
O-05394-10000,7
O-05395-10000,4
O-05396-10000,23
O-05397-10000,8
O-05397-20000,2
O-05398-10000,7
O-05399-10000,7
O-05401-10000,5
O-05402-10000,8
O-05402-20000,4
O-05402-30000,1
O-05402-40000,1
O-05402-50000,1
O-05403-10000,13
O-05404-10000,5
O-05405-10000,6
O-05405-20000,2
O-05406-10000,3
O-05406-20000,5
O-05406-30000,3
O-05406-40000,0
O-05406-50000,-1
O-05407-10000,8
O-05408-10000,157
O-05409-10000,7
O-05409-20000,1
O-05412-10000,6
O-05412-20000,1
O-05413-10000,7
O-05413-20000,3
O-05413-30000,21
O-05413-40000,7
O-05415-10000,8
O-05415-20000,2
O-05417-10000,6
O-05417-20000,2
O-05418-10000,5
O-05418-20000,3
O-05419-10000,6
O-05420-10000,114
O-05420-20000,89
O-05420-30000,22
O-05420-40000,11
O-05420-50000,22
O-05421-10000,2
O-05421-20000,3
O-05423-10000,8
O-05423-20000,3
O-05423-30000,2
O-05424-10000,11
O-05424-20000,3
O-05425-10000,4
O-05426-10000,28
O-05427-10000,7
O-05427-20000,6
O-05428-10000,10
O-05428-20000,10
O-05429-10000,7
O-05430-10000,11
O-05431-10000,7
O-05432-10000,4
O-05434-10000,7
O-05436-10000,6
O-05436-20000,6
O-05436-30000,1
O-05437-10000,26
O-05437-20000,10
O-05437-30000,2
O-05437-40000,1
O-05438-10000,4
O-05438-100000,2
O-05438-110000,2
O-05438-120000,2
O-05438-130000,1
O-05438-140000,1
O-05438-20000,3
O-05438-30000,3
O-05438-40000,4
O-05438-50000,5
O-05438-60000,12
O-05438-70000,3
O-05438-80000,1
O-05438-90000,1
O-05439-10000,33
O-05439-20000,3
O-05440-10000,7
O-05440-20000,15
O-05440-30000,6
O-05441-10000,7
O-05441-20000,3
O-05442-10000,16
O-05442-20000,1
O-05443-10000,7
O-05443-100000,1
O-05443-110000,4
O-05443-120000,5
O-05443-130000,2
O-05443-140000,1
O-05443-150000,2
O-05443-160000,1
O-05443-170000,6
O-05443-180000,2
O-05443-20000,1
O-05443-30000,2
O-05443-40000,2
O-05443-50000,4
O-05443-60000,15
O-05443-70000,10
O-05443-80000,1
O-05443-90000,1
O-05445-10000,22
O-05445-20000,7
O-05445-30000,3
O-05445-40000,3
O-05445-50000,1
O-05445-60000,0
O-05445-70000,1
O-05446-10000,8
O-05446-20000,91
O-05446-30000,181
O-05447-10000,4
O-05447-20000,3
O-05448-10000,8
O-05450-10000,14
O-05451-10000,13
O-05451-20000,7
O-05452-10000,9
O-05452-20000,2
O-05453-10000,2
O-05454-10000,33
O-05454-20000,41
O-05456-10000,90
O-05456-20000,8
O-05457-10000,206
O-05459-10000,8
O-05460-10000,13
O-05460-20000,2
O-05461-10000,3
O-05461-20000,3
O-05462-10000,17
O-05462-20000,3
O-05463-10000,5
O-05463-20000,1
O-05464-10000,6
O-05464-20000,10
O-05464-30000,2
O-05464-40000,20
O-05464-50000,10
O-05464-60000,12
O-05464-70000,2
O-05464-80000,1
O-05465-10000,1
O-05467-10000,5
O-05467-20000,7
O-05467-30000,3
O-05467-40000,20
O-05467-50000,10
O-05467-60000,1
O-05467-70000,1
O-05468-10000,5
O-05469-10000,4
O-05470-10000,4
O-05471-10000,24
O-05471-20000,17
O-05472-10000,24
O-05472-20000,4
O-05472-30000,1
O-05473-10000,20
O-05473-20000,13
O-05474-10000,5
O-05474-20000,3
O-05474-30000,3
O-05475-10000,3
O-05475-20000,2
O-05476-10000,3
O-05476-20000,2
O-05478-10000,6
O-05478-20000,2
O-05479-10000,18
O-05479-100000,-1
O-05479-20000,8
O-05479-30000,32
O-05479-40000,2
