Order Number,Country,Region,Item Number,Sales Qty,Sales Amount,Order Date,Order Year,Order Qtr,Order Month,Order Week,Intercompany,Prod Segment,Product Code,Product Line,Invoice Number,Invoice Posting Date,Sales Year,Sales Qtr,Sales Month,Sales Week,Instrument Count
O-08190,China,China,C0161,0,$0,10/16/2024,2024,Q4,OCT,42,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-08190,China,China,C0116,0,$0,10/16/2024,2024,Q4,OCT,42,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-08190,China,China,A6432,0,$0,10/16/2024,2024,Q4,OCT,42,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-08193,China,China,C9625,0,$0,10/16/2024,2024,Q4,OCT,42,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-08243,USA,N. America,C1225,0,$0,10/18/2024,2024,Q4,OCT,42,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-08243,USA,N. America,C0261,0,$0,10/18/2024,2024,Q4,OCT,42,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-05130,Great Britain,Europe,X7367,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0
O-05130,Great Britain,Europe,X1950,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0
O-05130,Great Britain,Europe,X9994,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0
O-05130,Great Britain,Europe,X0328,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0
O-05130,Great Britain,Europe,X2504,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0
O-05130,Great Britain,Europe,X2452,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0
O-05130,Great Britain,Europe,X8044,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0
O-05130,Great Britain,Europe,X8478,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0
O-05130,Great Britain,Europe,X2857,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0
O-05130,Great Britain,Europe,X7795,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0
O-05130,Great Britain,Europe,X4566,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0
O-05130,Great Britain,Europe,X2523,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Subsidiary Inc,Subsidiary Inc Parts/Accessories,Parts/Accessories,,,,,,,0
O-02487,USA,N. America,X5988,0,$0,1/13/2022,2022,Q1,JAN,2,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0
O-02487,USA,N. America,X4208,0,$0,1/13/2022,2022,Q1,JAN,2,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0
O-02915,USA,N. America,X8921,0,$0,2/8/2022,2022,Q1,FEB,6,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0
O-06180,USA,N. America,X6776,0,$0,6/21/2022,2022,Q2,JUN,25,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0
O-00596,USA,N. America,C0046,0,$0,6/21/2022,2022,Q2,JUN,25,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00645,USA,N. America,A4822,0,$0,7/6/2022,2022,Q3,JUL,27,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00645,USA,N. America,A0122,0,$0,7/6/2022,2022,Q3,JUL,27,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-07692,South Korea,ROW,X1425,0,$0,8/19/2022,2022,Q3,AUG,33,Intercompany,Other Revenue,Other Revenue,Other,,,,,,,0
O-07692,South Korea,ROW,X9395,0,$0,8/19/2022,2022,Q3,AUG,33,Intercompany,Other Revenue,Other Revenue,Other,,,,,,,0
O-00812,USA,N. America,C9033,0,$0,8/29/2022,2022,Q3,AUG,35,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00815,USA,N. America,C9033,0,$0,8/29/2022,2022,Q3,AUG,35,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00812,USA,N. America,C9033,0,$0,8/29/2022,2022,Q3,AUG,35,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00915,USA,N. America,C9133,0,$0,9/23/2022,2022,Q3,SEP,38,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00991,USA,N. America,B9033,0,$0,10/21/2022,2022,Q4,OCT,42,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-03442,USA,N. America,X9397,0,$0,4/14/2023,2023,Q2,APR,15,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0
O-04742,China,China,X1642,0,$0,6/9/2023,2023,Q2,JUN,23,Intercompany,Other Revenue,Other Revenue,Other,,,,,,,0
O-09563,China,China,B0000,0,$0,12/29/2023,2023,Q4,DEC,52,Intercompany,SolaCorp,MAJOR ACCESSORIES,Major Accessories,,,,,,,0
O-03450,USA,N. America,C0046,0,$0,4/4/2024,2024,Q2,APR,14,Not IC,Service,Service Contracts,Service Contracts,,,,,,,0
O-05130,Great Britain,Europe,X4311,0,$0,6/14/2024,2024,Q2,JUN,24,Intercompany,Other Revenue,Other Revenue,Other,,,,,,,0
O-07005,USA,N. America,X9795,0,$0,8/30/2024,2024,Q3,AUG,35,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0
O-07005,USA,N. America,X1612,0,$0,8/30/2024,2024,Q3,AUG,35,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0
O-07339,USA,N. America,X8234,0,$0,9/13/2024,2024,Q3,SEP,37,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0
O-07540,Indonesia,ROW,X2589,0,$0,9/23/2024,2024,Q3,SEP,39,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0
O-07802,USA,N. America,B0000,0,$0,10/1/2024,2024,Q4,OCT,40,Not IC,SolaCorp,MAJOR ACCESSORIES,Major Accessories,,,,,,,0
O-07802,USA,N. America,X0220,0,$0,10/1/2024,2024,Q4,OCT,40,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0
O-08083,USA,N. America,X4211,0,$0,10/11/2024,2024,Q4,OCT,41,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0
O-08243,USA,N. America,X0215,0,$0,10/18/2024,2024,Q4,OCT,42,Not IC,Other Revenue,Other Revenue,Other,,,,,,,0
O-10232,Egypt,ROW,C0561,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-10232,Egypt,ROW,C0361,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-10232,Egypt,ROW,C0233,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-10232,Egypt,ROW,A4516,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-10232,Egypt,ROW,A0316,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-10232,Egypt,ROW,C1162,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-10232,Egypt,ROW,C1162,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-10232,Egypt,ROW,C0934,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-10232,Egypt,ROW,A3954,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-10232,Egypt,ROW,C0063,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-10232,Egypt,ROW,C2025,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-10232,Egypt,ROW,C0209,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-10232,Egypt,ROW,C1061,0,$0,2/5/2024,2024,Q1,FEB,6,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-00361,USA,N. America,C0046,1,$0,4/22/2022,2022,Q2,APR,16,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00533,USA,N. America,X0272,1,$0,6/1/2022,2022,Q2,JUN,22,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00596,USA,N. America,X7644,1,$0,6/21/2022,2022,Q2,JUN,25,Not IC,Service,Other Revenue,Other,,,,,,,0
O-00596,USA,N. America,C0133,1,$0,6/21/2022,2022,Q2,JUN,25,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-00596,USA,N. America,C0417,1,$0,6/21/2022,2022,Q2,JUN,25,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-00596,USA,N. America,C1717,1,$0,6/21/2022,2022,Q2,JUN,25,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-00661,USA,N. America,C9033,1,$0,7/10/2022,2022,Q3,JUL,28,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00731,USA,N. America,C9033,1,$0,8/4/2022,2022,Q3,AUG,31,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00732,USA,N. America,C9033,1,$0,8/4/2022,2022,Q3,AUG,31,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00768,China,China,X1042,1,$0,8/16/2022,2022,Q3,AUG,33,Intercompany,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00770,USA,N. America,C9033,1,$0,8/16/2022,2022,Q3,AUG,33,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00821,USA,N. America,C9033,2,$0,8/29/2022,2022,Q3,AUG,35,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00822,USA,N. America,C9033,1,$0,8/30/2022,2022,Q3,AUG,35,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00880,USA,N. America,B9133,1,$0,9/14/2022,2022,Q3,SEP,37,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00880,USA,N. America,C9133,1,$0,9/14/2022,2022,Q3,SEP,37,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00887,USA,N. America,C9033,1,$0,9/16/2022,2022,Q3,SEP,37,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00915,USA,N. America,C9133,1,$0,9/23/2022,2022,Q3,SEP,38,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00943,USA,N. America,X2969,1,$0,10/5/2022,2022,Q4,OCT,40,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00986,USA,N. America,C9033,1,$0,10/21/2022,2022,Q4,OCT,42,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00993,Finland,Europe,X8767,1,$0,10/24/2022,2022,Q4,OCT,43,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01117,USA,N. America,X0512,1,$0,12/2/2022,2022,Q4,DEC,49,Not IC,Service,Other Revenue,Other,,,,,,,0
O-01262,USA,N. America,C9033,1,$0,1/17/2023,2023,Q1,JAN,3,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-01287,USA,N. America,C9133,1,$0,1/23/2023,2023,Q1,JAN,4,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01288,USA,N. America,C9033,1,$0,1/23/2023,2023,Q1,JAN,4,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01289,USA,N. America,C9033,4,$0,1/23/2023,2023,Q1,JAN,4,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01289,USA,N. America,C9033,1,$0,1/23/2023,2023,Q1,JAN,4,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01289,USA,N. America,C9033,2,$0,1/23/2023,2023,Q1,JAN,4,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01289,USA,N. America,C9033,9,$0,1/23/2023,2023,Q1,JAN,4,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01289,USA,N. America,C9033,11,$0,1/23/2023,2023,Q1,JAN,4,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01290,USA,N. America,C9033,4,$0,1/23/2023,2023,Q1,JAN,4,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01290,USA,N. America,C9033,2,$0,1/23/2023,2023,Q1,JAN,4,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01339,USA,N. America,B9033,1,$0,2/6/2023,2023,Q1,FEB,6,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01339,USA,N. America,C9033,1,$0,2/6/2023,2023,Q1,FEB,6,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01339,USA,N. America,C9033,1,$0,2/6/2023,2023,Q1,FEB,6,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01358,USA,N. America,C9133,6,$0,2/9/2023,2023,Q1,FEB,6,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01358,USA,N. America,C9133,2,$0,2/9/2023,2023,Q1,FEB,6,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01358,USA,N. America,C9133,1,$0,2/9/2023,2023,Q1,FEB,6,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01358,USA,N. America,C9133,1,$0,2/9/2023,2023,Q1,FEB,6,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01368,USA,N. America,C9033,1,$0,2/10/2023,2023,Q1,FEB,6,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01368,USA,N. America,C9033,1,$0,2/10/2023,2023,Q1,FEB,6,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01378,USA,N. America,C9033,1,$0,2/13/2023,2023,Q1,FEB,7,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01387,USA,N. America,C9033,1,$0,2/16/2023,2023,Q1,FEB,7,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01387,USA,N. America,C9033,1,$0,2/16/2023,2023,Q1,FEB,7,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01441,USA,N. America,B9033,1,$0,3/9/2023,2023,Q1,MAR,10,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-01463,USA,N. America,C9033,1,$0,3/20/2023,2023,Q1,MAR,12,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01491,USA,N. America,X8095,4,$0,3/28/2023,2023,Q1,MAR,13,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01491,USA,N. America,X1593,6,$0,3/28/2023,2023,Q1,MAR,13,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01491,USA,N. America,C9033,1,$0,3/28/2023,2023,Q1,MAR,13,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01584,USA,N. America,C9033,1,$0,4/24/2023,2023,Q2,APR,17,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01584,USA,N. America,C9033,4,$0,4/24/2023,2023,Q2,APR,17,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01584,USA,N. America,C9033,1,$0,4/24/2023,2023,Q2,APR,17,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01647,USA,N. America,X8635,1,$0,5/24/2023,2023,Q2,MAY,21,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01794,USA,N. America,X1481,1,$0,8/4/2023,2023,Q3,AUG,31,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01870,USA,N. America,C2625,4,$0,9/6/2023,2023,Q3,SEP,36,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01956,USA,N. America,X3883,1,$0,10/2/2023,2023,Q4,OCT,40,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-02036,USA,N. America,X4336,1,$0,10/19/2023,2023,Q4,OCT,42,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-02200,USA,N. America,X1270,4,$0,12/18/2023,2023,Q4,DEC,51,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-02263,USA,N. America,X9596,1,$0,1/17/2024,2024,Q1,JAN,3,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-02286,USA,N. America,X2852,1,$0,1/26/2024,2024,Q1,JAN,4,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-02286,USA,N. America,X3590,1,$0,1/26/2024,2024,Q1,JAN,4,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-02318,Chile,ROW,X1172,10,$0,2/7/2024,2024,Q1,FEB,6,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-02366,USA,N. America,B0046,1,$0,2/23/2024,2024,Q1,FEB,8,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-02366,USA,N. America,X1178,3,$0,2/23/2024,2024,Q1,FEB,8,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-02388,USA,N. America,C0046,1,$0,3/5/2024,2024,Q1,MAR,10,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-02388,USA,N. America,X5281,6,$0,3/5/2024,2024,Q1,MAR,10,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-02388,USA,N. America,C1125,3,$0,3/5/2024,2024,Q1,MAR,10,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-02388,USA,N. America,C0417,1,$0,3/5/2024,2024,Q1,MAR,10,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-02388,USA,N. America,C0417,1,$0,3/5/2024,2024,Q1,MAR,10,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-02389,USA,N. America,X5520,1,$0,3/5/2024,2024,Q1,MAR,10,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-07391,USA,N. America,C0534,2,$0,9/17/2024,2024,Q3,SEP,38,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-00361,USA,N. America,C9033,1,$0,4/22/2022,2022,Q2,APR,16,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-00507,USA,N. America,C9133,1,$0,5/25/2022,2022,Q2,MAY,21,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-02513,USA,N. America,C0200,-1,$0,8/23/2022,2022,Q3,AUG,34,Not IC,SolaCorp,SolaCorp Instruments,Instruments,,,,,,,-1
O-04634,Puerto Rico,ROW,X4127,-1,$0,12/14/2022,2022,Q4,DEC,50,Not IC,Subsidiary Inc,Subsidiary Inc Instruments,Instruments,,,,,,,-1
O-01338,USA,N. America,C2317,1,$0,2/6/2023,2023,Q1,FEB,6,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-01610,USA,N. America,C5009,1,$0,5/5/2023,2023,Q2,MAY,18,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-07178,USA,N. America,B0100,-1,$0,10/2/2023,2023,Q4,OCT,40,Not IC,SolaCorp,SolaCorp Instruments,Instruments,,,,,,,-1
O-08661,France,Europe,C0000,-1,$0,12/13/2023,2023,Q4,DEC,50,Not IC,SolaCorp,SolaCorp Core Instruments,Core Units,,,,,,,0
O-02366,USA,N. America,B9033,1,$0,2/23/2024,2024,Q1,FEB,8,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-02388,USA,N. America,X5065,1,$0,3/5/2024,2024,Q1,MAR,10,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-02388,USA,N. America,X0571,1,$0,3/5/2024,2024,Q1,MAR,10,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-02388,USA,N. America,X5398,1,$0,3/5/2024,2024,Q1,MAR,10,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-02388,USA,N. America,C0263,1,$0,3/5/2024,2024,Q1,MAR,10,Not IC,Service,Service Repairs,"SROs - Parts, Labor & Misc",,,,,,,0
O-03325,South Korea,ROW,B0225,4,$0,3/29/2024,2024,Q1,MAR,13,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,4
O-10725,USA,N. America,C0600,-1,$0,8/1/2024,2024,Q3,AUG,32,Not IC,SolaCorp,SolaCorp Instruments,Instruments,,,,,,,-1
O-08726,Israel,ROW,A0160,-1,$0,8/28/2024,2024,Q3,AUG,35,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-04911,USA,N. America,C0600,-1,$0,9/16/2024,2024,Q3,SEP,38,Not IC,SolaCorp,SolaCorp Instruments,Instruments,,,,,,,-1
O-07788,Israel,ROW,A0160,1,$0,9/30/2024,2024,Q3,SEP,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,2
O-08090,China,China,C0600,1,$0,10/11/2024,2024,Q4,OCT,41,Not IC,SolaCorp,SolaCorp Core Instruments,Core Units,,,,,,,0
O-10150,USA,N. America,C0333,-1,$0,10/21/2024,2024,Q4,OCT,43,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-02396,USA,N. America,A3062,-2,$0,10/21/2024,2024,Q4,OCT,43,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-04881,USA,N. America,B0000,-2,$0,10/21/2024,2024,Q4,OCT,43,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07348,USA,N. America,C0333,-2,$0,10/21/2024,2024,Q4,OCT,43,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-04828,USA,N. America,C0000,-1,$0,10/21/2024,2024,Q4,OCT,43,Not IC,SolaCorp,SolaCorp Instruments,Instruments,,,,,,,-1
O-05071,USA,N. America,B3000,-1,$0,10/21/2024,2024,Q4,OCT,43,Not IC,SolaCorp,MAJOR ACCESSORIES,Major Accessories,,,,,,,0
O-06375,USA,N. America,A0046,-1,$0,10/21/2024,2024,Q4,OCT,43,Not IC,Service,SolaCorp Parts/Accessories,"SROs - Parts, Labor & Misc",,,,,,,0
O-02088,USA,N. America,C0050,-1,$0,10/22/2024,2024,Q4,OCT,43,Not IC,SolaCorp,SolaCorp Instruments,Instruments,,,,,,,-1
O-05044,France,Europe,C0261,-6,$0,3/23/2022,2022,Q1,MAR,12,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-03444,USA,N. America,C5025,-1,$0,4/4/2022,2022,Q2,APR,14,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-10302,USA,N. America,C2125,-2,$0,4/27/2022,2022,Q2,APR,17,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-10061,USA,N. America,C0261,-18,$0,5/6/2022,2022,Q2,MAY,18,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-04015,USA,N. America,C3025,-1,$0,5/18/2022,2022,Q2,MAY,20,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-03138,USA,N. America,A0020,-20,$0,11/10/2022,2022,Q4,NOV,45,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07060,USA,N. America,B3000,-1,$0,9/4/2024,2024,Q3,SEP,36,Not IC,SolaCorp,MAJOR ACCESSORIES,Major Accessories,,,,,,,0
O-01095,USA,N. America,C0029,3,$0,1/10/2023,2023,Q1,JAN,2,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-10013,USA,N. America,C4625,-12,$0,1/24/2023,2023,Q1,JAN,4,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-07853,USA,N. America,C4625,-1,$0,2/16/2023,2023,Q1,FEB,7,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-02599,Germany,Europe,A0129,3,$0,3/10/2023,2023,Q1,MAR,10,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-10299,Canada,ROW,C0633,-1,$0,3/30/2023,2023,Q1,MAR,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-09692,Canada,ROW,B0000,-1,$0,3/30/2023,2023,Q1,MAR,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
O-08474,USA,N. America,B0000,-1,$0,3/31/2023,2023,Q1,MAR,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,,,,,,,0
