Order Number,Country Code,Country,Region,Item Number,Sales Qty,Sales Amount,Order Date,Order Week,Intercompany,Prod Segment,Product Code,Product Line,Invoice Number,Invoice Posting Date,Instrument Count
O-04251,US,USA,N. America,B1533,0,$0,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04251,6/7/2024,1
O-04251,US,USA,N. America,B0225,0,$0,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04251,6/7/2024,1
O-04251,US,USA,N. America,B0325,0,$0,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04251,6/7/2024,1
O-04251,US,USA,N. America,B0425,0,$0,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04251,6/7/2024,1
O-02383,US,USA,N. America,B0225,0,$0,2/23/2024,8,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02383,6/6/2024,1
O-04269,US,USA,N. America,B0125,0,$0,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04269,6/6/2024,1
O-04269,US,USA,N. America,A3116,0,$0,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04269,6/6/2024,1
O-04269,US,USA,N. America,B1533,0,$0,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04269,6/6/2024,1
O-04251,US,USA,N. America,A3116,0,$0,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04251,6/7/2024,1
O-04251,US,USA,N. America,B1533,0,$0,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04251,6/7/2024,1
O-04251,US,USA,N. America,B0125,0,$0,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04251,6/7/2024,1
O-04251,US,USA,N. America,B0225,0,$0,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04251,6/7/2024,1
O-04251,US,USA,N. America,B0325,0,$0,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04251,6/7/2024,1
O-04536,US,USA,N. America,A0160,0,$0,6/30/2024,26,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04536,6/30/2024,1
O-03062,US,USA,N. America,B0433,0,$0,10/11/2024,41,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03062,10/11/2024,2
O-03062,US,USA,N. America,B1133,0,$0,10/11/2024,41,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03062,10/11/2024,2
O-03062,US,USA,N. America,A0160,0,$0,10/11/2024,41,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03062,10/11/2024,2
O-03062,US,USA,N. America,A0133,0,$0,10/11/2024,41,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03062,10/11/2024,2
O-03062,US,USA,N. America,B0333,0,$0,10/11/2024,41,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03062,10/11/2024,2
O-03125,US,USA,N. America,A3062,0,$0,3/22/2024,12,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03125,6/28/2024,1
O-03125,US,USA,N. America,A0133,0,$0,3/22/2024,12,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03125,6/28/2024,1
O-03125,US,USA,N. America,B0000,0,$0,3/22/2024,12,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03125,6/28/2024,1
O-03125,US,USA,N. America,C1533,0,$0,3/22/2024,12,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03125,6/28/2024,1
O-03125,US,USA,N. America,C6033,0,$0,3/22/2024,12,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03125,6/28/2024,1
O-03125,US,USA,N. America,A6025,0,$0,3/22/2024,12,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03125,6/28/2024,1
O-03125,US,USA,N. America,A3062,0,$0,3/22/2024,12,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03125,6/28/2024,1
O-03125,US,USA,N. America,A0133,0,$0,3/22/2024,12,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03125,6/28/2024,1
O-03125,US,USA,N. America,B0000,0,$0,3/22/2024,12,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03125,6/28/2024,1
O-03125,US,USA,N. America,C1533,0,$0,3/22/2024,12,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03125,6/28/2024,1
O-03125,US,USA,N. America,B5000,0,$0,3/22/2024,12,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03125,6/28/2024,1
O-03125,US,USA,N. America,A6025,0,$0,3/22/2024,12,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03125,6/28/2024,1
O-04357,US,USA,N. America,A2433,0,$0,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04357,7/11/2024,1
O-04357,US,USA,N. America,A3062,0,$0,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04357,7/11/2024,1
O-04357,US,USA,N. America,A0133,0,$0,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04357,7/11/2024,1
O-04357,US,USA,N. America,A3017,0,$0,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04357,7/11/2024,1
O-04357,US,USA,N. America,B0000,0,$0,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04357,7/11/2024,1
O-04357,US,USA,N. America,C1533,0,$0,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04357,7/11/2024,1
O-04357,US,USA,N. America,C0833,0,$0,5/31/2024,22,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04357,7/11/2024,1
O-05504,US,USA,N. America,A0160,0,$0,9/30/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05504,9/30/2024,2
O-05504,US,USA,N. America,B1333,0,$0,9/30/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05504,9/30/2024,2
O-05504,US,USA,N. America,B1533,0,$0,9/30/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05504,9/30/2024,2
O-05504,US,USA,N. America,A0160,0,$0,9/30/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05504,9/30/2024,2
O-05504,US,USA,N. America,B0433,0,$0,9/30/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05504,9/30/2024,2
O-05447,US,USA,N. America,C0333,0,$0,9/30/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05447,9/30/2024,1
O-05447,US,USA,N. America,A2433,0,$0,9/30/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05447,9/30/2024,1
O-05447,US,USA,N. America,A3062,0,$0,9/30/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05447,9/30/2024,1
O-05447,US,USA,N. America,B0000,0,$0,9/30/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05447,9/30/2024,1
O-05447,US,USA,N. America,A3062,0,$0,9/30/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05447,9/30/2024,1
O-05447,US,USA,N. America,A0133,0,$0,9/30/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05447,9/30/2024,1
O-05447,US,USA,N. America,B0000,0,$0,9/30/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05447,9/30/2024,1
O-05447,US,USA,N. America,A8016,0,$0,9/30/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05447,9/30/2024,1
O-05447,US,USA,N. America,C0333,0,$0,9/30/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05447,9/30/2024,1
O-02761,US,USA,N. America,A0160,0,$0,7/23/2024,30,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02761,7/24/2024,1
O-03304,US,USA,N. America,A3062,0,$0,3/28/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03304,8/8/2024,1
O-03304,US,USA,N. America,A0133,0,$0,3/28/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03304,8/8/2024,1
O-03304,US,USA,N. America,B0100,0,$0,3/28/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03304,8/8/2024,1
O-03304,US,USA,N. America,C0033,0,$0,3/28/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03304,8/8/2024,1
O-05652,US,USA,N. America,A0160,0,$0,7/1/2024,27,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05652,8/8/2024,1
O-05652,US,USA,N. America,B0000,0,$0,7/1/2024,27,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05652,8/8/2024,1
O-05652,US,USA,N. America,C1933,0,$0,7/1/2024,27,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05652,8/8/2024,1
O-10038,US,USA,N. America,A0160,0,$0,1/12/2024,2,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-10038,8/9/2024,1
O-10038,US,USA,N. America,B0533,0,$0,1/12/2024,2,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-10038,8/9/2024,1
O-05247,US,USA,N. America,A0160,0,$0,8/22/2024,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05247,8/22/2024,1
O-05247,US,USA,N. America,A3062,0,$0,8/22/2024,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05247,8/22/2024,1
O-05247,US,USA,N. America,B0433,0,$0,8/22/2024,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05247,8/22/2024,1
O-05247,US,USA,N. America,B1133,0,$0,8/22/2024,34,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05247,8/22/2024,1
O-05543,US,USA,N. America,A2433,0,$0,6/27/2024,26,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05543,8/20/2024,2
O-04077,US,USA,N. America,A0160,0,$0,5/1/2024,18,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04077,8/21/2024,1
O-04077,US,USA,N. America,A3062,0,$0,5/1/2024,18,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04077,8/21/2024,1
O-03212,US,USA,N. America,C0333,0,$0,3/26/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03212,8/22/2024,2
O-03212,US,USA,N. America,A2433,0,$0,3/26/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03212,8/22/2024,2
O-03212,US,USA,N. America,A3062,0,$0,3/26/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03212,8/22/2024,2
O-03212,US,USA,N. America,B0000,0,$0,3/26/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03212,8/22/2024,2
O-03212,US,USA,N. America,A8016,0,$0,3/26/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03212,8/22/2024,2
O-03212,US,USA,N. America,C0333,0,$0,3/26/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03212,8/22/2024,2
O-03212,US,USA,N. America,C2525,0,$0,3/26/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03212,8/22/2024,2
O-03212,US,USA,N. America,C0033,0,$0,3/26/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03212,8/22/2024,2
O-05894,US,USA,N. America,A0160,0,$0,7/15/2024,29,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05894,9/17/2024,1
O-05894,US,USA,N. America,C1933,0,$0,7/15/2024,29,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05894,9/17/2024,1
O-05894,US,USA,N. America,A3062,0,$0,7/15/2024,29,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05894,9/17/2024,1
O-05894,US,USA,N. America,A3062,0,$0,7/15/2024,29,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05894,9/17/2024,1
O-06352,US,USA,N. America,B0225,0,$0,8/2/2024,32,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06352,9/5/2024,1
O-06352,US,USA,N. America,B1533,0,$0,8/2/2024,32,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06352,9/5/2024,1
O-05894,US,USA,N. America,A0160,0,$0,7/15/2024,29,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05894,9/17/2024,1
O-05894,US,USA,N. America,C1233,0,$0,7/15/2024,29,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05894,9/17/2024,1
O-05894,US,USA,N. America,A3062,0,$0,7/15/2024,29,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05894,9/17/2024,1
O-05894,US,USA,N. America,A3062,0,$0,7/15/2024,29,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05894,9/17/2024,1
O-06314,US,USA,N. America,A0160,0,$0,8/1/2024,32,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06314,9/24/2024,1
O-06314,US,USA,N. America,C1933,0,$0,8/1/2024,32,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06314,9/24/2024,1
O-04076,US,USA,N. America,A0160,0,$0,5/1/2024,18,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04076,9/25/2024,1
O-04076,US,USA,N. America,A3062,0,$0,5/1/2024,18,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04076,9/25/2024,1
O-05542,US,USA,N. America,A2433,0,$0,9/30/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05542,9/30/2024,1
O-07577,US,USA,N. America,B1533,0,$0,9/24/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07577,10/9/2024,1
O-06398,US,USA,N. America,C0333,0,$0,8/5/2024,32,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06398,10/14/2024,1
O-06398,US,USA,N. America,A3062,0,$0,8/5/2024,32,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06398,10/14/2024,1
O-06398,US,USA,N. America,B0000,0,$0,8/5/2024,32,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06398,10/14/2024,1
O-06398,US,USA,N. America,C0033,0,$0,8/5/2024,32,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06398,10/14/2024,1
O-07304,US,USA,N. America,B0525,0,$0,9/13/2024,37,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07304,10/14/2024,1
O-07304,US,USA,N. America,A3116,0,$0,9/13/2024,37,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07304,10/14/2024,1
O-07722,US,USA,N. America,C1461,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07722,10/21/2024,1
O-07722,US,USA,N. America,A0416,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07722,10/21/2024,1
O-07722,US,USA,N. America,B0162,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07722,10/21/2024,1
O-07722,US,USA,N. America,C0233,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07722,10/21/2024,1
O-07722,US,USA,N. America,C2725,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07722,10/21/2024,1
O-07722,US,USA,N. America,C2225,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07722,10/21/2024,1
O-07722,US,USA,N. America,C0154,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07722,10/21/2024,1
O-07722,US,USA,N. America,A2216,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07722,10/21/2024,1
O-07725,US,USA,N. America,C0361,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07725,10/16/2024,1
O-07725,US,USA,N. America,C0561,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07725,10/16/2024,1
O-07725,US,USA,N. America,C0961,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07725,10/16/2024,1
O-07725,US,USA,N. America,A2433,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07725,10/16/2024,1
O-07725,US,USA,N. America,A0416,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07725,10/16/2024,1
O-07725,US,USA,N. America,B0162,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07725,10/16/2024,1
O-06958,US,USA,N. America,C9025,0,$0,8/29/2024,35,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06958,10/17/2024,2
O-06958,US,USA,N. America,C0361,0,$0,8/29/2024,35,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06958,10/17/2024,2
O-06958,US,USA,N. America,C0325,0,$0,8/29/2024,35,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06958,10/17/2024,2
O-06958,US,USA,N. America,C1661,0,$0,8/29/2024,35,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06958,10/17/2024,2
O-06958,US,USA,N. America,A4326,0,$0,8/29/2024,35,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06958,10/17/2024,2
O-06958,US,USA,N. America,A4425,0,$0,8/29/2024,35,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06958,10/17/2024,2
O-06958,US,USA,N. America,C4325,0,$0,8/29/2024,35,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-06958,10/17/2024,2
O-07722,US,USA,N. America,C1461,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07722,10/21/2024,1
O-07722,US,USA,N. America,A0062,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07722,10/21/2024,1
O-07722,US,USA,N. America,A0416,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07722,10/21/2024,1
O-07722,US,USA,N. America,B0162,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07722,10/21/2024,1
O-07722,US,USA,N. America,C0233,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07722,10/21/2024,1
O-07722,US,USA,N. America,C2225,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07722,10/21/2024,1
O-07722,US,USA,N. America,C0154,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07722,10/21/2024,1
O-07722,US,USA,N. America,A2216,0,$0,9/27/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07722,10/21/2024,1
O-07447,US,USA,N. America,B0000,0,$0,9/18/2024,38,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07447,10/23/2024,1
O-07447,US,USA,N. America,A2433,0,$0,9/18/2024,38,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07447,10/23/2024,1
O-07447,US,USA,N. America,A0062,0,$0,9/18/2024,38,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-07447,10/23/2024,1
O-02084,US,USA,N. America,A0046,1,$0,2/12/2024,7,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,I-02084,3/11/2024,1
O-02865,US,USA,N. America,A0046,1,$0,9/12/2024,37,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,I-02865,9/12/2024,1
O-10300,US,USA,N. America,B0000,1,$0,2/6/2024,6,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,I-10300,3/29/2024,1
O-05243,US,USA,N. America,A0046,1,$0,8/22/2024,34,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,I-05243,8/22/2024,1
O-03975,MA,Morocco,ROW,A0046,1,$0,4/30/2024,17,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,I-03975,6/30/2024,1
O-05598,US,USA,N. America,A0046,1,$0,6/28/2024,26,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,I-05598,6/29/2024,1
O-07916,IN,India,ROW,B0050,1,$0,10/7/2024,41,Not IC,Service,SolaCorp Parts/Accessories,Parts/Accessories,I-07916,10/15/2024,1
O-09976,DE,Germany,Europe,B0000,1,$0,1/24/2024,4,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-09976,7/18/2024,4
O-02663,CA,Canada,ROW,B0000,1,$0,6/25/2024,26,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02663,6/25/2024,2
O-02291,US,USA,N. America,A0160,1,$0,2/20/2024,8,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02291,3/30/2024,2
O-02291,US,USA,N. America,C0633,1,$0,2/20/2024,8,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02291,3/30/2024,2
O-03244,GB,Great Britain,Europe,A0160,1,$0,3/27/2024,13,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03244,4/4/2024,2
O-03103,US,USA,N. America,B0000,1,$0,10/22/2024,43,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03103,10/22/2024,2
O-03646,CN,China,China,B0000,1,$0,4/12/2024,15,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03646,5/10/2024,3
O-03945,CN,China,China,B0000,1,$0,4/25/2024,17,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03945,5/10/2024,3
O-05217,KR,South Korea,ROW,B0000,1,$0,8/22/2024,34,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05217,8/22/2024,2
O-04167,TH,Thailand,ROW,C0561,1,$0,5/6/2024,19,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04167,6/25/2024,2
O-04167,TH,Thailand,ROW,C0961,1,$0,5/6/2024,19,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04167,6/25/2024,2
O-04167,TH,Thailand,ROW,C1361,1,$0,5/6/2024,19,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04167,6/25/2024,2
O-04167,TH,Thailand,ROW,C1061,1,$0,5/6/2024,19,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04167,6/25/2024,2
O-04167,TH,Thailand,ROW,C1461,1,$0,5/6/2024,19,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04167,6/25/2024,2
O-04167,TH,Thailand,ROW,C1661,1,$0,5/6/2024,19,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04167,6/25/2024,2
O-05370,MX,Mexico,ROW,A0160,1,$0,9/30/2024,39,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05370,9/30/2024,1
O-03768,KW,Kuwait,ROW,C0233,1,$0,4/18/2024,16,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03768,6/29/2024,2
O-03768,KW,Kuwait,ROW,B0000,1,$0,4/18/2024,16,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03768,6/29/2024,2
O-02948,CA,Canada,ROW,A0160,1,$0,9/10/2024,37,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-02948,9/10/2024,1
O-05428,CN,China,China,B0000,1,$0,9/30/2024,39,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05428,9/30/2024,2
O-05296,CN,China,China,B0000,1,$0,9/13/2024,37,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05296,9/13/2024,3
O-05461,CN,China,China,B0000,1,$0,9/30/2024,39,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05461,9/30/2024,2
O-05394,KR,South Korea,ROW,A0160,1,$0,9/30/2024,39,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05394,9/30/2024,2
O-05636,KR,South Korea,ROW,A0160,1,$0,6/30/2024,26,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05636,7/12/2024,3
O-05395,KR,South Korea,ROW,B0225,1,$0,9/30/2024,39,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05395,9/30/2024,3
O-05427,CN,China,China,B0000,1,$0,9/30/2024,39,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05427,9/30/2024,1
O-04995,DE,Germany,Europe,A0160,1,$0,7/31/2024,31,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-04995,8/1/2024,1
O-03164,MA,Morocco,ROW,B0000,1,$0,3/25/2024,13,Not IC,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-03164,8/20/2024,1
O-05524,CN,China,China,A0160,1,$0,9/30/2024,39,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05524,9/30/2024,2
O-05524,CN,China,China,B0000,1,$0,9/30/2024,39,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05524,9/30/2024,2
O-05528,CN,China,China,B0000,1,$0,9/30/2024,39,Intercompany,SolaCorp,SolaCorp Parts/Accessories,Parts/Accessories,I-05528,9/30/2024,2
