no,description,standardCost,qtyonPurchOrder,qtyonSalesOrder,replenishmentSystem,itemCategoryCode,Qty_onServiceOrder,c011_Consumable,qtyonProdOrder,qtyonComponentLines
X1300,Class X #1300,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1301,Class X #1301,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1302,Class X #1302,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1303,Class X #1303,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1305,Class X #1305,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1306,Class X #1306,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1307,Class X #1307,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1308,Class X #1308,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1309,Class X #1309,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1311,Class X #1311,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1312,Class X #1312,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1313,Class X #1313,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1314,Class X #1314,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1315,Class X #1315,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1316,Class X #1316,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1317,Class X #1317,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1319,Class X #1319,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1321,Class X #1321,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1323,Class X #1323,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1324,Class X #1324,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1325,Class X #1325,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1327,Class X #1327,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1328,Class X #1328,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1330,Class X #1330,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1331,Class X #1331,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1333,Class X #1333,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1334,Class X #1334,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1335,Class X #1335,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1336,Class X #1336,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1338,Class X #1338,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1339,Class X #1339,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1340,Class X #1340,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1341,Class X #1341,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1342,Class X #1342,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1343,Class X #1343,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1346,Class X #1346,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1347,Class X #1347,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1348,Class X #1348,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1349,Class X #1349,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1350,Class X #1350,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1351,Class X #1351,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1352,Class X #1352,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1353,Class X #1353,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1354,Class X #1354,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1355,Class X #1355,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1356,Class X #1356,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1358,Class X #1358,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1359,Class X #1359,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1360,Class X #1360,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1361,Class X #1361,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1362,Class X #1362,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1363,Class X #1363,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1364,Class X #1364,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1365,Class X #1365,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1366,Class X #1366,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1367,Class X #1367,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1368,Class X #1368,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1369,Class X #1369,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1370,Class X #1370,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1371,Class X #1371,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1372,Class X #1372,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1373,Class X #1373,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1374,Class X #1374,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1375,Class X #1375,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1376,Class X #1376,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1377,Class X #1377,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1379,Class X #1379,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1380,Class X #1380,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1381,Class X #1381,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1382,Class X #1382,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1383,Class X #1383,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1386,Class X #1386,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1387,Class X #1387,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1388,Class X #1388,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1389,Class X #1389,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1390,Class X #1390,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1391,Class X #1391,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1392,Class X #1392,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1393,Class X #1393,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1395,Class X #1395,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1396,Class X #1396,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1397,Class X #1397,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1399,Class X #1399,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1400,Class X #1400,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1401,Class X #1401,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1403,Class X #1403,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1404,Class X #1404,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1405,Class X #1405,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1406,Class X #1406,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1407,Class X #1407,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1409,Class X #1409,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1411,Class X #1411,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1412,Class X #1412,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1413,Class X #1413,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1414,Class X #1414,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1415,Class X #1415,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1417,Class X #1417,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1418,Class X #1418,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1419,Class X #1419,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1421,Class X #1421,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1422,Class X #1422,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1423,Class X #1423,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1424,Class X #1424,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1425,Class X #1425,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1426,Class X #1426,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1427,Class X #1427,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1428,Class X #1428,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1429,Class X #1429,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1430,Class X #1430,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1431,Class X #1431,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1432,Class X #1432,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1433,Class X #1433,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1434,Class X #1434,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1435,Class X #1435,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1436,Class X #1436,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1437,Class X #1437,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1438,Class X #1438,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1439,Class X #1439,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1440,Class X #1440,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1441,Class X #1441,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1442,Class X #1442,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1443,Class X #1443,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1444,Class X #1444,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1445,Class X #1445,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1446,Class X #1446,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1448,Class X #1448,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1449,Class X #1449,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1450,Class X #1450,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1451,Class X #1451,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1452,Class X #1452,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1453,Class X #1453,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1454,Class X #1454,0,0,1,Prod. Order,XXX,0,FALSE,0,0
X1456,Class X #1456,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1459,Class X #1459,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1460,Class X #1460,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1461,Class X #1461,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1462,Class X #1462,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1463,Class X #1463,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1464,Class X #1464,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1465,Class X #1465,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1466,Class X #1466,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1467,Class X #1467,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1468,Class X #1468,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1469,Class X #1469,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1471,Class X #1471,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1473,Class X #1473,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1474,Class X #1474,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1475,Class X #1475,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1476,Class X #1476,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1477,Class X #1477,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1478,Class X #1478,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1480,Class X #1480,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1481,Class X #1481,0,0,1,Prod. Order,XXX,0,FALSE,0,0
X1482,Class X #1482,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1483,Class X #1483,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1484,Class X #1484,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1485,Class X #1485,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1486,Class X #1486,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1487,Class X #1487,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1489,Class X #1489,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1490,Class X #1490,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1491,Class X #1491,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1492,Class X #1492,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1493,Class X #1493,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1495,Class X #1495,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1496,Class X #1496,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1497,Class X #1497,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1498,Class X #1498,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1499,Class X #1499,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1500,Class X #1500,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1501,Class X #1501,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1502,Class X #1502,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1503,Class X #1503,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1504,Class X #1504,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1505,Class X #1505,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1506,Class X #1506,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1507,Class X #1507,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1508,Class X #1508,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1509,Class X #1509,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1511,Class X #1511,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1512,Class X #1512,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1514,Class X #1514,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1515,Class X #1515,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1518,Class X #1518,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1520,Class X #1520,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1521,Class X #1521,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1522,Class X #1522,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1524,Class X #1524,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1525,Class X #1525,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1526,Class X #1526,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1527,Class X #1527,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1528,Class X #1528,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1529,Class X #1529,0,0,1,Prod. Order,XXX,0,FALSE,0,0
X1530,Class X #1530,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1531,Class X #1531,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1532,Class X #1532,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1533,Class X #1533,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1534,Class X #1534,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1535,Class X #1535,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1536,Class X #1536,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1537,Class X #1537,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1538,Class X #1538,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1539,Class X #1539,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1541,Class X #1541,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1542,Class X #1542,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1543,Class X #1543,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1544,Class X #1544,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1547,Class X #1547,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1548,Class X #1548,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1549,Class X #1549,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1550,Class X #1550,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1551,Class X #1551,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1552,Class X #1552,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1553,Class X #1553,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1554,Class X #1554,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1555,Class X #1555,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1556,Class X #1556,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1557,Class X #1557,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1558,Class X #1558,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1559,Class X #1559,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1560,Class X #1560,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1561,Class X #1561,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1563,Class X #1563,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1565,Class X #1565,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1566,Class X #1566,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1567,Class X #1567,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1568,Class X #1568,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1571,Class X #1571,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1573,Class X #1573,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1574,Class X #1574,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1575,Class X #1575,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1577,Class X #1577,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1578,Class X #1578,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1579,Class X #1579,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1580,Class X #1580,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1581,Class X #1581,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1582,Class X #1582,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1583,Class X #1583,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1584,Class X #1584,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1585,Class X #1585,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1587,Class X #1587,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1588,Class X #1588,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1589,Class X #1589,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1590,Class X #1590,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1592,Class X #1592,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1593,Class X #1593,0,0,6,Prod. Order,XXX,0,FALSE,0,0
X1594,Class X #1594,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1595,Class X #1595,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1596,Class X #1596,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1597,Class X #1597,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1598,Class X #1598,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1599,Class X #1599,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1600,Class X #1600,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1602,Class X #1602,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1603,Class X #1603,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1604,Class X #1604,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1605,Class X #1605,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1606,Class X #1606,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1607,Class X #1607,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1608,Class X #1608,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1609,Class X #1609,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1610,Class X #1610,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1611,Class X #1611,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1612,Class X #1612,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1613,Class X #1613,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1614,Class X #1614,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1615,Class X #1615,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1616,Class X #1616,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1617,Class X #1617,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1618,Class X #1618,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1619,Class X #1619,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1620,Class X #1620,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1621,Class X #1621,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1622,Class X #1622,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1623,Class X #1623,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1624,Class X #1624,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1625,Class X #1625,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1627,Class X #1627,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1630,Class X #1630,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1634,Class X #1634,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1635,Class X #1635,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1636,Class X #1636,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1637,Class X #1637,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1638,Class X #1638,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1639,Class X #1639,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1640,Class X #1640,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1641,Class X #1641,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1642,Class X #1642,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1643,Class X #1643,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1644,Class X #1644,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1645,Class X #1645,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1646,Class X #1646,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1647,Class X #1647,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1651,Class X #1651,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1652,Class X #1652,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1653,Class X #1653,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1655,Class X #1655,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1656,Class X #1656,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1657,Class X #1657,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1658,Class X #1658,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1659,Class X #1659,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1660,Class X #1660,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1662,Class X #1662,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1664,Class X #1664,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1665,Class X #1665,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1666,Class X #1666,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1667,Class X #1667,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1668,Class X #1668,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1669,Class X #1669,0,0,1,Prod. Order,XXX,0,FALSE,0,0
X1671,Class X #1671,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1672,Class X #1672,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1673,Class X #1673,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1674,Class X #1674,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1675,Class X #1675,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1678,Class X #1678,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1679,Class X #1679,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1681,Class X #1681,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1682,Class X #1682,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1683,Class X #1683,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1684,Class X #1684,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1685,Class X #1685,0,0,1,Prod. Order,XXX,0,FALSE,0,0
X1686,Class X #1686,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1687,Class X #1687,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1688,Class X #1688,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1689,Class X #1689,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1690,Class X #1690,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1691,Class X #1691,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1693,Class X #1693,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1694,Class X #1694,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1695,Class X #1695,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1696,Class X #1696,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1698,Class X #1698,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1700,Class X #1700,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1702,Class X #1702,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1703,Class X #1703,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1704,Class X #1704,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1705,Class X #1705,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1706,Class X #1706,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1707,Class X #1707,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1708,Class X #1708,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1710,Class X #1710,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1711,Class X #1711,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1713,Class X #1713,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1714,Class X #1714,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1715,Class X #1715,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1717,Class X #1717,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1719,Class X #1719,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1720,Class X #1720,0,0,1,Prod. Order,XXX,0,FALSE,0,0
X1721,Class X #1721,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1723,Class X #1723,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1724,Class X #1724,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1725,Class X #1725,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1726,Class X #1726,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1727,Class X #1727,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1729,Class X #1729,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X1731,Class X #1731,0,0,0,Prod. Order,XXX,0,FALSE,0,0
